instance_id,predicted_score
6930856710792380886,0.22295897110868274
5460409694420131920,0.2496385506402481
982813438159141507,0.11464527454076416
529991959116679673,0.21028825107826163
5357053206615171780,0.004420299077753003
792454096205931185,0.14751888063986246
7020394095530516431,0.005152755512976294
3223889685220093136,0.2301804723512305
6022950513423196038,0.3387662212867705
8354622923398290680,0.29355020634673845
7690103784039999411,0.350577425777374
5358262661276445953,0.190601268700821
85281227856840133,0.3762158629759291
5516720759995212120,0.005512763444456007
6034220552009226001,0.21143125474778973
4346026994855587682,0.005112733111184246
2510829946206717570,0.2513305512981129
8632119382197977662,0.3414167867381017
3356938582169526102,0.4554634714272683
7717605286446460982,0.2943986519778461
2450583176201953277,0.16305330251044728
3410863231892574446,0.2572401891644467
8044694284337367502,0.03644057899959172
1712279134268828394,0.25029834547017094
6474334951961479792,0.2303953927140124
1424432340593892212,0.11311074206389715
1300143300831179789,0.5152085625101827
525161638962175019,0.0029175531440373327
404978062634711168,0.16740416253894083
7846975449571382741,0.23075026129275553
7707465725765348287,0.26476604296086315
1451165435089769657,0.24640655142605367
4880819240703662923,0.25039411810872425
8193200600377062191,0.26562242064036995
8976343229915975005,0.4650004464499921
5708867796953726912,0.15749555715556163
906224770029928246,0.02663265099473818
6879291773202499653,0.02553612073165361
7803185664649903063,0.22168950636298793
3835264197129506689,0.37431376615383216
6357089742399410065,0.3543456750173967
3489999056039981186,0.3895034791671172
6328385097242996163,0.3145517823027143
8926510830222706093,0.007183948708741622
4171374542620829300,0.02348319430983097
1989482124320642777,0.23074456357926124
7045228873756795362,0.34726793399316613
6029101279559714096,0.04322598402839548
2348916824524652440,0.27685721184858264
4534726606930176854,0.2915843939916481
7276541615048231191,0.04538693347466497
667816998748628782,0.03205459299490131
8534800780735749321,0.27591357764911434
4975449627198501033,0.31964187864645066
6027007405688310772,0.5429381107661766
2299073481653868761,0.2156817599748327
1907287647793659549,0.008526418945680767
7311854026293243656,0.03679018866288829
6066426961509347613,0.023970833187617512
5335147142467894640,0.17752118679498852
9064084951226981198,0.012921326607632733
5326910464384528137,0.0035970978788272294
4112672152598401798,0.08612688199523459
9094622856418341658,0.22172509190264664
5057749582821639096,0.038593939167166934
6134689223933672770,0.11584440868873114
4874723207436493100,0.03852053301022324
8651118878116399812,0.26519286917182777
2539362979418268440,0.25339416000737613
3850925007967407855,0.2819018258750505
5052506756533685557,0.29067586707681775
3424289016728700770,0.2659853428001388
4729538527537727759,0.2371776632341752
7897599683142009793,0.01771864453271534
343441595849115026,0.005862711340847872
2846769586743403368,0.3196959676018375
5819822846993048934,0.2994696024716688
8194816418834676143,0.09586380643616048
4760302934468228261,0.232970857641216
5759673339086458214,0.009126960944893885
7641789962949338872,0.2548728726332131
6870084315248288836,0.28489177817357836
8306374236051863019,0.37254166026875424
8246818607045202141,0.24274536335093452
6901324839736421463,0.1853270981189212
3281097936829612398,0.3668965674585676
1594763936521717829,0.16634178380376632
3663899945562722093,0.005095327634975479
1822656991613662903,0.004597085808051098
1414207644756661538,0.39853435268888854
1944003602366998647,0.21192419893958184
4281050632971489875,0.2351810879793871
5220030915194885293,0.297837198336789
2868651548190523476,0.5007045577798068
1293864028843126907,0.7048986718698849
3333577574401753795,0.25179043220512926
5965229823041494910,0.30179715100831367
5611760449003848992,0.22737396818304734
6455344570246608573,0.19370942231723362
6802230408535594525,0.35798372156560754
5487946533265980117,0.2732067352287382
6897913471591248176,0.21446802511085164
3918377157362675988,0.229637468827579
5543943919311307634,0.01578846153791355
5583918418529458019,0.20086945223161234
6481737719824811184,0.18452783013974644
525770983445045765,0.2520059532140786
6392372796648066915,0.22853636920280307
7620812689659371428,0.02201229034490109
83083295049874337,0.006197853792777467
1431722850998860685,0.008865762895818884
3830729140320355037,0.7016845545698062
9047230541629207955,0.036640717755312635
1874572778374300482,0.05480935240413513
6428055555176351510,0.12372647910413181
3016583805916609038,0.10584350576206467
3304880561400479556,0.18063122928856784
7777891094403447920,0.09940729661111665
2932126900786531765,0.1356815945819303
5386115229062063211,0.2313959903152319
263474239562445805,0.23014234149907747
2181979687600469820,0.24934158601436462
8198697121228417300,0.24555100266918622
7208874647450959471,0.5553470221003545
9056312222515522246,0.2177026331226589
7663817113632763680,0.17424195244537888
7388945125345463477,0.22759742892760465
5131492851589705031,0.00643363698686462
4767593025545558923,0.35174026639257405
3402370893488179910,0.1896722586936031
4169441251383092696,0.08919391427373037
688744249119185175,0.23431873054331193
4463247471113235923,0.005028127523695663
6149001761575074726,0.2297741178532598
7612484659962773432,0.3148167608779862
6538163703965664411,0.2895352035341265
720427327824163970,0.011764616363802601
4654230912716321932,0.22425504069649155
7672597781952417742,0.3991421931715583
7319307332705697862,0.01661699015228935
6914417021046210481,0.24947817244968667
6765393399943886220,0.316768571043831
8895514220701101163,0.4316015337915357
5193366367228660783,0.32914307849222746
3513260670315507794,0.31426051914594605
7526733844639043360,0.0533348004747195
3481168543368217314,0.6653349519393599
1456273825858958295,0.05988599302346383
3073401427147444387,0.09052242829253672
31672717277047064,0.2853219311529809
2085675273558862577,0.19191197895892886
4408572429503418246,0.18970384078575428
3707416841331667019,0.0925474807326416
416305129054534569,0.010765246140059631
7157388613526096051,0.006303139344965588
141741444716600644,0.007542728510272942
4880085583628314662,0.013808665810173338
1300842919614366899,0.5166692511017126
29067160730421853,0.3265556396749429
1920645874337144063,0.11024289731645372
9129864992222282472,0.03009596484717585
4554691328320926760,0.05475007845217424
6455127896366078152,0.2420579899815114
8768231523511915985,0.31621956655138483
6357092224686136335,0.19838412217379883
114864366381696099,0.2463714785176335
3445160450946184530,0.04099239312043101
8438323940210003185,0.05703571661602332
6541575994667851173,0.28505405155462393
7488249188371117129,0.06781876455121072
2214591567647812744,0.2835600620889866
5420618271047930355,0.2904674736276322
5341205707162273211,0.29798894796997555
991107441000254733,0.020762292927301553
3977851707674670659,0.06477318735086084
1479827397639322286,0.2925317644781592
1417719228361625135,0.03418285365063629
2540209571103261241,0.006259572475126557
7320615537304950564,0.05429142988778718
7324853336273578854,0.010114415573693619
7934428447532755442,0.32809691858010254
5193622941020225438,0.058421495547620536
4618512523785416836,0.21813864229281738
5652776736120099263,0.2508617593572973
4844728007178129342,0.22592203017279783
9172808640288269085,0.3646806696307937
3290834763734651839,0.26215755552737396
3502494340004646423,0.016735808618328886
6256542785774570029,0.22290895557143448
4944914382993831474,0.023242569746876558
2135381561716172591,0.01881272100842058
2234715457453361884,0.05139113877427477
4855608185089744095,0.03455093299292239
8695929034230330308,0.3144222837303757
8285244561765074344,0.5185428605170076
1392025300805388552,0.25165230392474014
6758201460842739033,0.3301026441833411
7106091840479664748,0.27491425418042403
6740883820129700093,0.3029459088899973
7207513023067122920,0.0350262961935216
4010111107144773813,0.391531975211428
4901608293225862170,0.5559924615775869
4261430223262909551,0.019494494927052387
4098420538516562313,0.30915760894772015
6348958628485311119,0.014620085797210747
943839992411276596,0.02639892364039757
4476907507063512603,0.02206479991090912
8629837107261517319,0.04489840314842569
6029094865205928355,0.25477146929811606
7964270265672541841,0.33403230747020995
750006372058021366,0.24061638397501534
4621523796411671189,0.1583997570610167
313762461564040753,0.31161541480891997
9140106269737920392,0.08998238982078147
5700429965966842189,0.34661331141273266
7296380830029982337,0.21887086551312115
575735927783538190,0.28353031741563217
5999075769659783176,0.45519954942227275
680932918841339622,0.023371139229820738
3610722623740149492,0.38884898037948723
4489371404239862745,0.4468813393451991
3130225219723120055,0.15943296781271304
2174613786908818233,0.2527430206642931
5402276871593271180,0.20565039767456605
429959184140410532,0.22300662179674352
6121487248272574087,0.5815337110425828
2556200608428486996,0.3388273772065189
2972915756349893191,0.1972749015511458
1920727981547909557,0.26176065151503763
6987371674542262221,0.2649473216568662
34988235606857795,0.30877223467911524
7745141227940381683,0.2760479823597792
8962130815456611305,0.7163085121595705
8330154838081702498,0.08110883478139408
4842642559802222714,0.15896371275230986
5015737523169577569,0.45735260435151226
2031056420407958035,0.2599282869614036
3592321504173590828,0.05902374757512332
5967376397255844265,0.24714912346696805
6811399113618471178,0.7172625617790153
4331292365080566161,0.31750991712157495
7243061428635867318,0.20746319848389733
8739759694394146366,0.19684502214489508
8976684827386225621,0.23706192092883774
9008490918848025043,0.06209322268505818
3803701424546228349,0.2791542098636598
4583316507943547922,0.0310237545139669
6681338624063438471,0.02147019001475301
8789030769159153503,0.23541058656026967
2836896338921031588,0.6651231537943394
157726233113718902,0.49387789157386
9115536397697411177,0.29913666840311776
8686703585217617135,0.14017931008433873
749291436129431599,0.4845751583706985
7616418364150061339,0.029275116822544155
2676986352170902133,0.009987689195984934
4720267419279561966,0.19804228128388326
718413918761273250,0.0742734699242874
1328855079236827053,0.20725861205743543
6285598021976577565,0.5302674605933742
708679316567063913,0.1912584937110392
8098131532286772993,0.2415072912743678
4250807379813268310,0.09004135264829369
2149853874563418887,0.3212417881714476
1227475605931979127,0.2850213004316229
8675860882589277464,0.004675298372422396
561894090779307928,0.005276216108631808
8605110433369475559,0.20865894343961058
2948248944363596759,0.07749100380177101
1041225300358412220,0.4613170265880152
8103769334344101140,0.25389533202699993
4289711775572040102,0.3024719825388985
6011988910814911473,0.27215311752107063
