instance_id,predicted_score
6930856710792380886,0.11177432182157701
5460409694420131920,0.30205971377801777
982813438159141507,0.10229956273586253
529991959116679673,0.20074393648067274
5357053206615171780,0.004868865730006403
792454096205931185,0.13676341581378018
7020394095530516431,0.025331214993782315
3223889685220093136,0.23836036556095822
6022950513423196038,0.3467818782110162
8354622923398290680,0.33824158739041754
7690103784039999411,0.2913956040270095
5358262661276445953,0.16107575906086233
85281227856840133,0.4148778221606337
5516720759995212120,0.005956837606562557
6034220552009226001,0.20735839417771196
4346026994855587682,0.0034614200419752347
2510829946206717570,0.19257763909938053
8632119382197977662,0.30827667763111644
3356938582169526102,0.5092262370831891
7717605286446460982,0.1922955295769507
2450583176201953277,0.1582067033552961
3410863231892574446,0.2732330810765113
8044694284337367502,0.03998428351193305
1712279134268828394,0.22599940270310365
6474334951961479792,0.2440285981428997
1424432340593892212,0.09664117915695312
1300143300831179789,0.5351272583957214
525161638962175019,0.0035449202380034447
404978062634711168,0.17185732514855565
7846975449571382741,0.24459439439724323
7707465725765348287,0.3189706678092386
1451165435089769657,0.20415405913858925
4880819240703662923,0.25143312422690667
8193200600377062191,0.2754234003715087
8976343229915975005,0.47237135566882865
5708867796953726912,0.1781692041003218
906224770029928246,0.02917983830844383
6879291773202499653,0.028038329453299548
7803185664649903063,0.23974908304588882
3835264197129506689,0.33391999906864545
6357089742399410065,0.43880280892737644
3489999056039981186,0.39383490206106997
6328385097242996163,0.25861826109875335
8926510830222706093,0.0049240648839208815
4171374542620829300,0.040380715837767554
1989482124320642777,0.26004040614557244
7045228873756795362,0.32262623122938006
6029101279559714096,0.047459173828134055
2348916824524652440,0.24316772263240702
4534726606930176854,0.36603095372810085
7276541615048231191,0.03353797667558843
667816998748628782,0.03316012368024623
8534800780735749321,0.261031040899084
4975449627198501033,0.29147886774526716
6027007405688310772,0.5536886661026713
2299073481653868761,0.22533901970455736
1907287647793659549,0.007074376653508697
7311854026293243656,0.033827045712565944
6066426961509347613,0.029858091115680524
5335147142467894640,0.17747158184247824
9064084951226981198,0.018177003818812355
5326910464384528137,0.004821831118431315
4112672152598401798,0.07620512035791685
9094622856418341658,0.20009227147414207
5057749582821639096,0.03721913713953046
6134689223933672770,0.0865401974167769
4874723207436493100,0.03658896134900304
8651118878116399812,0.3159882561771261
2539362979418268440,0.2847036731134539
3850925007967407855,0.28860059613850236
